10.1002/2015RS005781
10.1002/2016GL070737
10.1002/2016RS006058
10.1002/2017RS006451
10.1002/2017RS006456
10.1002/adma.201605110
10.1002/adom.201800098
10.1002/adom.201800153
10.1002/ange.201702486
10.1002/anie.201702486
10.1002/anie.201704654
10.1002/chem.201806057
10.1002/ejic.201700505
10.1002/ejlt.201500143
10.1002/ejsp.2249
10.1002/elan.201600141
10.1002/elan.201600141
10.1002/jbio.201800239
10.1002/jbm.b.34103
10.1002/jctb.5597
10.1002/jts.22215
10.1002/oby.22452
10.1002/pssb.201600030
10.1002/pssb.201700445
10.1002/stc.2285
10.1002/tcr.201402021
10.1007/978-3-319-59471-2_101
10.1007/s00027-018-0586-z
10.1007/s10450-013-9575-7
10.1007/s10955-017-1805-z
10.1007/s11192-017-2257-6
10.1007/s11257-017-9199-9
10.1007/s11664-018-6239-0
10.1007/s11786-017-0316-2
10.1007/s12649-017-9944-7
10.1007/s12678-015-0284-8
10.1007/s40964-017-0034-y
10.1016/B978-0-08-096355-6.00005-2
10.1016/j.actamat.2017.02.029
10.1016/j.apcatb.2018.10.011
10.1016/j.apor.2016.03.011
10.1016/j.apsusc.2018.08.257
10.1016/j.bbrep.2015.03.011
10.1016/j.bej.2019.01.025
10.1016/j.bios.2016.02.059
10.1016/j.buildenv.2015.05.028
10.1016/j.buildenv.2016.05.028
10.1016/j.buildenv.2016.09.004
10.1016/j.buildenv.2017.06.050
10.1016/j.buildenv.2017.08.016
10.1016/j.buildenv.2018.03.045
10.1016/j.buildenv.2018.07.033
10.1016/j.cattod.2015.08.045
10.1016/j.cej.2015.11.040
10.1016/j.cep.2018.07.016
10.1016/j.clay.2018.09.011
10.1016/j.clay.2018.09.011
10.1016/j.coastaleng.2017.01.006
10.1016/j.coastaleng.2017.01.006
10.1016/j.coastaleng.2017.07.007
10.1016/j.colsurfb.2015.11.030
10.1016/j.compositesa.2015.06.001
10.1016/j.compstruct.2017.05.032
10.1016/j.conbuildmat.2017.11.086
10.1016/j.csr.2019.01.009
10.1016/j.egypro.2017.12.324
10.1016/j.ejpb.2015.09.013
10.1016/j.electacta.2018.12.108
10.1016/j.enbuild.2017.01.085
10.1016/j.engstruct.2015.07.039
10.1016/j.envsoft.2018.03.007
10.1016/j.fuproc.2015.10.017
10.1016/j.fuproc.2017.05.006
10.1016/j.jcis.2018.09.085
10.1016/j.jclepro.2017.06.169
10.1016/j.jconrel.2016.11.030
10.1016/j.jcrysgro.2017.02.047
10.1016/j.jembe.2017.12.020
10.1016/j.jneumeth.2015.05.003
10.1016/j.jpowsour.2015.08.010
10.1016/j.jpowsour.2016.06.033
10.1016/j.jsc.2015.11.002
10.1016/j.matdes.2015.10.069
10.1016/j.matdes.2015.11.118
10.1016/j.mee.2016.03.058
10.1016/j.memsci.2016.06.044
10.1016/j.memsci.2016.12.038
10.1016/j.memsci.2018.01.070
10.1016/j.memsci.2018.07.003
10.1016/j.memsci.2018.07.063
10.1016/j.memsci.2018.12.058
10.1016/j.micromeso.2017.08.036
10.1016/j.micromeso.2017.10.032
10.1016/j.micromeso.2018.01.014
10.1016/j.micromeso.2018.01.014
10.1016/j.physbeh.2016.09.014
10.1016/j.talanta.2015.07.037
10.1016/j.talanta.2016.03.052
10.1017/S0007114517001362
10.1017/S0007123415000563
10.1017/dsj.2018.15
10.1021/acs.cgd.5b01438
10.1021/acs.cgd.6b01281
10.1021/acs.cgd.6b01303
10.1021/acs.chemmater.7b00098
10.1021/acs.chemmater.8b00925
10.1021/acs.chemmater.8b00925
10.1021/acs.energyfuels.5b01629
10.1021/acs.inorgchem.5b02594
10.1021/acs.inorgchem.6b01146
10.1021/acs.inorgchem.6b01509
10.1021/acs.inorgchem.7b01584
10.1021/acs.joc.6b01005
10.1021/acs.jpcb.7b05454
10.1021/acs.jpcc.6b12581
10.1021/acs.jpclett.8b03503
10.1021/acs.langmuir.7b03254
10.1021/acs.macromol.6b01492
10.1021/acs.macromol.6b01492
10.1021/acs.macromol.6b01492
10.1021/acs.molpharmaceut.5b00504
10.1021/acs.nanolett.5b04838
10.1021/acsaem.8b02113
10.1021/acsami.5b01825
10.1021/acsami.8b10605
10.1021/acsami.8b18532
10.1021/acsenergylett.7b00798
10.1021/acsnano.5b02623
10.1021/acsomega.7b01583
10.1021/acssuschemeng.7b00662
10.1021/acssuschemeng.8b05548
10.1029/2017JC013369
10.1029/2017JC013369
10.1029/2018RS006654
10.1029/2018rs006705
10.1038/ncomms12839
10.1038/ncomms9365
10.1038/ncomms9365
10.1038/nmat4976
10.1038/nphys3486
10.1038/s41467-017-01941-2
10.1038/s41598-017-05361-6
10.1038/s41598-018-28155-w
10.1038/s41598-018-28681-7
10.1038/s41699-017-0043-1
10.1038/s41699-017-0043-1
10.1038/srep15569
10.1038/srep45182
10.1039/C4TA00892H
10.1039/C5CE01644D
10.1039/C5CP04192A
10.1039/C5RA25451E
10.1039/C5RA25451E
10.1039/C5TC02191J
10.1039/C6CC05795K
10.1039/C6CC06829D
10.1039/C6CC07030B
10.1039/C6RA23887D
10.1039/C6TA05980E
10.1039/C6TC04964H
10.1039/C7CC05872A
10.1039/C7CP01680H
10.1039/C7RA05342H
10.1039/C7SE00304H
10.1039/C7TA00136C
10.1039/C7TA02078C
10.1039/C7TA06735F
10.1039/C7TA07545F
10.1039/C7TB00176B
10.1039/C8CC04136A
10.1039/C8CP00355F
10.1039/C8CP01008K
10.1039/C8NR02234H
10.1039/C8QI00185E
10.1039/C8QI00185E
10.1039/C8SC03669A
10.1039/C8SE00372F
10.1039/C8SM00752G
10.1039/C8SM00755A
10.1039/C8SM01815D
10.1039/C8TA07694D
10.1039/C8TC01939H
10.1039/C9CP00203K
10.1039/c5ta03578c
10.1039/c5ta09989g
10.1039/c7tb01302g
10.1039/c8se00408k
10.1049/iet-rpg.2015.0127
10.1061/(ASCE)CC.1943-5614.0000719
10.1061/(ASCE)CC.1943-5614.0000743
10.1061/(ASCE)CC.1943-5614.0000807
10.1061/(ASCE)CC.1943-5614.0000899?
10.1063/1.4938467
10.1063/1.4954029
10.1063/1.4955401
10.1063/1.4977868
10.1063/1.4986434
10.1063/1.4989693
10.1073/pnas.1614684114
10.1080/00150193.2016.1169154
10.1080/09613218.2016.1222190
10.1080/13602365.2018.1424227
10.1088/0953-8984/27/5/054003
10.1088/1361-6463/aa60a0
10.1088/1361-6463/aab16b
10.1088/1361-648X/aa68c0
10.1088/1361-6501/aa5a37
10.1088/1361-6528/28/5/054002
10.1088/1361-6668/aaf2f5
10.1088/1742-5468/2016/07/074012
10.1088/1742-5468/aab3ef
10.1088/2040-8986/aa8880
10.1088/2040-8986/aa979e
10.1088/2053-1583/4/1/015007
10.1090/proc/13950
10.1093/gbe/evp001
10.1093/jn/nxx004
10.1093/jn/nxz018
10.1093/molbev/msp314
10.1098/rsif.2016.0761
10.1098/rsos.170757
10.1098/rsos.171401
10.1098/rsos.171945
10.1098/rspa.2017.0694
10.1103/PhysRevA.94.063844
10.1103/PhysRevApplied.10.044012
10.1103/PhysRevB.92.144308
10.1103/PhysRevB.96.115205
10.1103/PhysRevE.92.052115
10.1103/PhysRevLett.105.048301
10.1103/PhysRevLett.116.055702
10.1103/PhysRevLett.116.135901
10.1103/PhysRevLett.117.075502
10.1103/PhysRevLett.117.075502
10.1109/JOE.2019.2900967
10.1109/JSTQE.2018.2792842
10.1109/LPT.2015.2464377
10.1109/LPT.2015.2504407
10.1109/SYNASC.2017.00021
10.1111/hcre.12083
10.1111/pcmr.12568
10.1113/JP275113
10.1115/1.4031241
10.1115/1.4031436
10.1115/1.4034240
10.1115/1.4034653
10.1115/1.4038458
10.1117/1.JNP.10.016010
10.1117/12.2265774
10.1123/jsep.2015-0220
10.1126/science.aat9688
10.1136/bmjopen-2013-003757
10.1136/bmjopen-2016-012271
10.1136/bmjopen-2017-016560
10.1136/bmjopen-2018-022904
10.1136/lupus-2016-000172
10.1145/2755996.2756678
10.1152/ajpendo.00006.2017
10.1152/ajpendo.00163.2018
10.1152/japplphysiol.00771.2018
10.1163/1875984X-01101004
10.1177/0022002717735364
10.1177/0143624415615328
10.1177/0143624416684641
10.1177/0143624418815780
10.1186/1756-0500-5-574
10.1186/ISRCTN86152135
10.1186/s11671-016-1459-9
10.1186/s13063-015-0892-x
10.1364/CLEO_SI.2015.STh1L.5
10.1364/CLEO_SI.2016.STu4P.3
10.1364/OE.24.012969
10.1364/OE.25.001985
10.1364/OE.25.018713
10.1364/OE.25.028246
10.1364/OE.26.010879
10.1364/OL.42.001484
10.1364/OL.42.004055
10.1364/OL.43.005311
10.1364/OPTICA.3.000218
10.1364/OPTICA.3.000270
10.1364/OPTICA.3.001270
10.1364/OPTICA.4.001526
10.1371/journal.pbio.2002255
10.1371/journal.pgen.1007402
10.1371/journal.pgen.1007941
10.1371/journal.pone.0126156
10.1371/journal.pone.0158949
10.1371/journal.pone.0163764
10.1371/journal.pone.0171720
10.1371/journal.pone.0171925
10.1371/journal.pone.0172947
10.1371/journal.pone.0184498
10.1371/journal.pone.0185731
10.1371/journal.pone.0185731
10.1371/journal.pone.0186472
10.1371/journal.pone.0186472
10.1371/journal.pone.0200089
10.14814/phy2.13026
10.15125/BATH-00176
10.15125/BATH-00347
10.15125/BATH-00348
10.15125/BATH-00424
10.15125/BATH-00438
10.15125/BATH-00473
10.15125/BATH-00473
10.15129/53c3bd47-91d8-40ce-a6ac-98e46b893588
10.1617/s11527-017-1113-8
10.1680/jadcr.17.00120
10.1680/jcoma.17.00013
10.1680/jmacr.18.00394
10.17863/CAM.297
10.21105/joss.00247
10.21278/idc.2018.0120
10.22152/programming-journal.org/2017/1/18
10.3389/fmats.2017.00032
10.3390/ijtpp2040021
10.3390/ma11071140
10.3390/molecules24030398
10.3390/photonics2030825
10.3390/rs9050462
10.3847/0004-637X/816/2/49
10.3945/ajcn.114.083402
10.3945/?ajcn.115.122044
10.3945/?ajcn.115.122044
10.4337/9781788111010
10.5281/zenodo.1170749
10.5281/zenodo.2541973
10.5281/zenodo.2577796
10.5286/ISIS.E.73944558
10.5286/SOFTWARE/MANTID
